usuario_id,nombre,apellido,edad,genero,region,tipo_usuario,fecha_registro,vendor,ingest_date
630157871,Pedro,Gonzales,40,Masculino,Pucallpa,Recurrente,2023-04-03,crisol,2025-11-09
306090918,Juan,Ramos,21,Masculino,Piura,Recurrente,2023-08-08,crisol,2025-11-09
920316134,Ana,Salazar,32,Otro,Ica,Nuevo,2024-02-24,crisol,2025-11-09
551131533,Juan,Vásquez,67,Otro,Lima,Nuevo,2023-05-16,crisol,2025-11-09
695109916,Carlos,Castro,69,Masculino,Ica,Nuevo,2023-11-09,crisol,2025-11-09
765299271,Camila,Salazar,35,Femenino,Cajamarca,Recurrente,2024-04-15,crisol,2025-11-09
270581558,Ana,Torres,37,Otro,Arequipa,Recurrente,2024-02-11,crisol,2025-11-09
627588309,María,Pérez,50,Otro,Cusco,Nuevo,2023-10-17,crisol,2025-11-09
320486085,Andrés,García,48,Masculino,Cusco,Recurrente,2023-11-29,crisol,2025-11-09
925019561,Luis,Martínez,59,Otro,Tacna,Nuevo,2023-06-03,crisol,2025-11-09
555439758,Diego,López,21,Otro,Cajamarca,Recurrente,2023-05-24,crisol,2025-11-09
774471936,Juan,Salazar,49,Femenino,Pucallpa,Recurrente,2024-02-19,crisol,2025-11-09
416907018,Camila,Pérez,55,Otro,Piura,Recurrente,2023-12-18,crisol,2025-11-09
780126986,Camila,López,61,Otro,Tacna,Recurrente,2024-01-03,crisol,2025-11-09
544725181,Luis,Vásquez,28,Otro,Arequipa,Nuevo,2023-04-10,crisol,2025-11-09
505497119,Carlos,Ruiz,34,Otro,Trujillo,Nuevo,2023-07-07,crisol,2025-11-09
729835592,Javier,Gonzales,59,Masculino,Ica,Nuevo,2023-11-11,crisol,2025-11-09
451478978,Diego,Herrera,39,Femenino,Pucallpa,Nuevo,2024-04-19,crisol,2025-11-09
913983958,María,Torres,21,Otro,Piura,Nuevo,2023-03-14,crisol,2025-11-09
507042021,Javier,López,50,Masculino,Tacna,Nuevo,2023-11-02,crisol,2025-11-09
443570539,Juan,Vásquez,27,Masculino,Ica,Nuevo,2024-08-06,crisol,2025-11-09
958685151,Javier,Torres,27,Femenino,Ayacucho,Nuevo,2023-03-24,crisol,2025-11-09
523535947,Sofía,Salazar,29,Femenino,Tacna,Nuevo,2024-04-07,crisol,2025-11-09
293698307,Ana,Flores,67,Masculino,Piura,Recurrente,2024-05-16,crisol,2025-11-09
843113786,Diego,Flores,23,Masculino,Piura,Nuevo,2024-03-15,crisol,2025-11-09
433140455,José,Torres,42,Masculino,Lima,Nuevo,2024-01-18,crisol,2025-11-09
15115189,Javier,Gonzales,66,Otro,Ica,Nuevo,2023-01-05,crisol,2025-11-09
672899961,Camila,López,32,Otro,Cusco,Nuevo,2023-04-16,crisol,2025-11-09
411834185,Pedro,Castro,37,Masculino,Huancayo,Recurrente,2023-11-02,crisol,2025-11-09
312273967,Lucía,Ruiz,51,Otro,Arequipa,Nuevo,2023-05-18,crisol,2025-11-09
368006578,Javier,Torres,40,Masculino,Huánuco,Recurrente,2024-02-18,crisol,2025-11-09
20535029,Ana,López,64,Masculino,Ica,Recurrente,2024-05-31,crisol,2025-11-09
181445989,María,Gonzales,63,Otro,Trujillo,Nuevo,2023-09-19,crisol,2025-11-09
828123020,Pedro,Castro,21,Otro,Lima,Recurrente,2023-01-21,crisol,2025-11-09
51791998,Camila,García,44,Femenino,Cajamarca,Nuevo,2023-09-16,crisol,2025-11-09
509379184,Camila,Rodríguez,31,Otro,Tacna,Recurrente,2023-11-05,crisol,2025-11-09
451907286,Andrés,García,60,Otro,Pucallpa,Recurrente,2023-05-21,crisol,2025-11-09
449710722,Rosa,Herrera,24,Otro,Ayacucho,Recurrente,2023-10-17,crisol,2025-11-09
122420042,Diego,García,49,Masculino,Piura,Nuevo,2023-09-27,crisol,2025-11-09
892815061,Pedro,López,40,Otro,Cajamarca,Nuevo,2023-02-10,crisol,2025-11-09
588559516,Lucía,Herrera,31,Otro,Chiclayo,Nuevo,2023-01-03,crisol,2025-11-09
13689561,Andrés,García,25,Otro,Tacna,Nuevo,2023-04-03,crisol,2025-11-09
837009907,Pedro,García,64,Otro,Huancayo,Recurrente,2023-08-25,crisol,2025-11-09
490432899,Luis,Martínez,47,Masculino,Huancayo,Recurrente,2023-02-10,crisol,2025-11-09
915095060,Luis,Gonzales,69,Otro,Cusco,Nuevo,2023-04-29,crisol,2025-11-09
102003827,Rosa,Flores,20,Masculino,Huánuco,Recurrente,2023-06-24,crisol,2025-11-09
352896879,Sofía,Herrera,46,Otro,Pucallpa,Recurrente,2023-04-06,crisol,2025-11-09
400099988,Rosa,Gonzales,29,Masculino,Cajamarca,Nuevo,2024-04-12,crisol,2025-11-09
291878557,Rosa,Ramos,62,Femenino,Trujillo,Nuevo,2023-06-20,crisol,2025-11-09
121393557,Carlos,Ruiz,64,Masculino,Huánuco,Nuevo,2024-05-09,crisol,2025-11-09
861425250,Valeria,Salazar,46,Masculino,Piura,Nuevo,2024-01-03,crisol,2025-11-09
656441105,Juan,Vásquez,61,Otro,Huánuco,Nuevo,2024-05-14,crisol,2025-11-09
121265692,Javier,Ramos,46,Masculino,Huancayo,Nuevo,2023-11-18,crisol,2025-11-09
13271672,Camila,Vásquez,61,Otro,Trujillo,Recurrente,2024-08-01,crisol,2025-11-09
240501969,Andrés,Vásquez,39,Otro,Arequipa,Recurrente,2023-04-08,crisol,2025-11-09
464766900,Andrés,Ruiz,33,Femenino,Cusco,Recurrente,2024-01-30,crisol,2025-11-09
159616499,Rosa,Vásquez,53,Otro,Lima,Nuevo,2023-06-10,crisol,2025-11-09
542849045,Rosa,Torres,49,Masculino,Huancayo,Recurrente,2023-11-25,crisol,2025-11-09
258655621,Sofía,Martínez,21,Otro,Ica,Nuevo,2024-01-23,crisol,2025-11-09
433015368,Rosa,López,23,Femenino,Chiclayo,Recurrente,2024-04-03,crisol,2025-11-09
94510603,Rosa,Torres,46,Femenino,Huancayo,Recurrente,2023-01-19,crisol,2025-11-09
110212429,José,Ramos,20,Otro,Arequipa,Nuevo,2023-04-04,crisol,2025-11-09
850170825,Valeria,Castro,58,Femenino,Arequipa,Nuevo,2024-04-12,crisol,2025-11-09
365989408,Sofía,Vásquez,21,Masculino,Chiclayo,Nuevo,2024-04-29,crisol,2025-11-09
769505738,Andrés,Gonzales,63,Femenino,Huancayo,Nuevo,2023-08-16,crisol,2025-11-09
2358958,Sofía,Gonzales,58,Femenino,Arequipa,Nuevo,2023-04-19,crisol,2025-11-09
49153870,Javier,Rodríguez,49,Masculino,Ayacucho,Recurrente,2024-02-24,crisol,2025-11-09
114849044,Luis,Castro,30,Masculino,Huancayo,Recurrente,2024-02-07,crisol,2025-11-09
231487470,Lucía,Vásquez,68,Masculino,Ayacucho,Nuevo,2024-02-29,crisol,2025-11-09
49929379,Javier,Salazar,61,Otro,Huancayo,Recurrente,2024-04-06,crisol,2025-11-09
491116494,Andrés,Castro,50,Masculino,Chiclayo,Nuevo,2023-02-19,crisol,2025-11-09
594022242,Javier,Ramos,55,Femenino,Arequipa,Recurrente,2023-07-01,crisol,2025-11-09
742833609,Valeria,Rodríguez,64,Masculino,Huancayo,Nuevo,2023-11-26,crisol,2025-11-09
541284117,Javier,Ramos,44,Otro,Ayacucho,Recurrente,2023-10-08,crisol,2025-11-09
427209652,Sofía,Martínez,46,Masculino,Huánuco,Nuevo,2024-06-08,crisol,2025-11-09
320955532,Rosa,Ruiz,53,Femenino,Ayacucho,Recurrente,2024-07-20,crisol,2025-11-09
679231134,Ana,López,31,Otro,Ayacucho,Nuevo,2023-12-20,crisol,2025-11-09
989122121,Andrés,Rodríguez,63,Otro,Huánuco,Nuevo,2023-11-27,crisol,2025-11-09
762735437,María,Flores,40,Otro,Chiclayo,Nuevo,2024-03-03,crisol,2025-11-09
723963430,Camila,Herrera,52,Femenino,Cajamarca,Recurrente,2024-06-19,crisol,2025-11-09
114321799,Juan,Ramos,27,Masculino,Tacna,Nuevo,2023-10-01,crisol,2025-11-09
805505027,Diego,Rodríguez,36,Otro,Pucallpa,Nuevo,2023-03-05,crisol,2025-11-09
741520570,Diego,Martínez,31,Otro,Lima,Nuevo,2024-04-08,crisol,2025-11-09
110037068,Valeria,Vásquez,61,Otro,Arequipa,Recurrente,2024-07-28,crisol,2025-11-09
417563874,Ana,Díaz,68,Otro,Pucallpa,Recurrente,2023-02-18,crisol,2025-11-09
994805491,José,Ramos,44,Otro,Cusco,Recurrente,2023-02-25,crisol,2025-11-09
13921319,Camila,Martínez,30,Otro,Trujillo,Recurrente,2024-03-29,crisol,2025-11-09
891187981,Ana,Herrera,58,Otro,Ayacucho,Recurrente,2024-07-13,crisol,2025-11-09
792904680,Valeria,López,67,Otro,Ica,Nuevo,2023-07-01,crisol,2025-11-09
732999366,María,Rodríguez,29,Otro,Arequipa,Nuevo,2023-02-11,crisol,2025-11-09
460106760,Luis,Díaz,34,Masculino,Huánuco,Nuevo,2023-09-19,crisol,2025-11-09
6061417,Sofía,Torres,63,Masculino,Lima,Nuevo,2023-11-27,crisol,2025-11-09
640895381,Juan,Flores,58,Otro,Tacna,Nuevo,2024-08-09,crisol,2025-11-09
590729993,Sofía,García,68,Otro,Cusco,Nuevo,2023-07-08,crisol,2025-11-09
558996745,María,Flores,50,Masculino,Cajamarca,Nuevo,2024-02-18,crisol,2025-11-09
98725784,Sofía,López,31,Otro,Cusco,Nuevo,2023-10-28,crisol,2025-11-09
234553833,Diego,Castro,51,Femenino,Arequipa,Recurrente,2023-01-10,crisol,2025-11-09
123181755,Andrés,Gonzales,46,Masculino,Tacna,Recurrente,2023-09-07,crisol,2025-11-09
42817871,Andrés,Herrera,38,Femenino,Trujillo,Recurrente,2024-01-31,crisol,2025-11-09
275512010,Pedro,Ruiz,36,Masculino,Arequipa,Recurrente,2024-01-19,crisol,2025-11-09
552235149,Diego,Díaz,46,Femenino,Lima,Nuevo,2023-07-17,crisol,2025-11-09
343933202,Pedro,García,24,Masculino,Trujillo,Nuevo,2023-01-08,crisol,2025-11-09
673164268,María,López,60,Otro,Trujillo,Nuevo,2024-03-10,crisol,2025-11-09
897288545,María,López,52,Otro,Ayacucho,Recurrente,2023-03-15,crisol,2025-11-09
801967913,Andrés,Rodríguez,19,Femenino,Ayacucho,Nuevo,2023-03-31,crisol,2025-11-09
78649475,Juan,Rodríguez,68,Femenino,Arequipa,Nuevo,2023-08-22,crisol,2025-11-09
978164385,Luis,Ramos,42,Femenino,Tacna,Nuevo,2023-11-20,crisol,2025-11-09
18136542,José,Salazar,25,Otro,Lima,Recurrente,2023-03-06,crisol,2025-11-09
811706504,Camila,Castro,20,Otro,Huancayo,Nuevo,2024-05-29,crisol,2025-11-09
113962171,Luis,Flores,61,Femenino,Piura,Nuevo,2024-03-24,crisol,2025-11-09
409539711,José,Vásquez,60,Masculino,Chiclayo,Nuevo,2023-08-14,crisol,2025-11-09
146438473,Camila,Ramos,68,Otro,Pucallpa,Recurrente,2023-05-28,crisol,2025-11-09
320035728,Andrés,Herrera,68,Otro,Tacna,Nuevo,2023-01-12,crisol,2025-11-09
594342064,Rosa,Díaz,27,Masculino,Lima,Nuevo,2024-02-08,crisol,2025-11-09
576762622,Pedro,García,37,Masculino,Ayacucho,Recurrente,2023-12-19,crisol,2025-11-09
227350811,José,Herrera,59,Otro,Huánuco,Nuevo,2023-08-15,crisol,2025-11-09
662375136,Rosa,Martínez,30,Masculino,Huánuco,Recurrente,2024-08-03,crisol,2025-11-09
915097685,Juan,Vásquez,66,Otro,Chiclayo,Recurrente,2023-03-16,crisol,2025-11-09
312085927,Andrés,García,34,Masculino,Ica,Recurrente,2024-05-13,crisol,2025-11-09
355248480,Sofía,Rodríguez,60,Otro,Ica,Nuevo,2023-03-13,crisol,2025-11-09
966494980,Ana,Gonzales,49,Femenino,Cusco,Recurrente,2023-11-10,crisol,2025-11-09
744594995,Valeria,Rodríguez,54,Otro,Cusco,Recurrente,2024-03-14,crisol,2025-11-09
181075299,Juan,Gonzales,33,Masculino,Ayacucho,Recurrente,2024-03-22,crisol,2025-11-09
297082704,Rosa,Gonzales,26,Otro,Ayacucho,Nuevo,2024-05-06,crisol,2025-11-09
496979657,Lucía,Gonzales,67,Femenino,Chiclayo,Nuevo,2023-06-29,crisol,2025-11-09
693155758,Valeria,García,35,Masculino,Arequipa,Nuevo,2023-03-20,crisol,2025-11-09
781067043,María,Herrera,19,Otro,Tacna,Nuevo,2024-08-18,crisol,2025-11-09
621589989,José,Flores,55,Masculino,Lima,Nuevo,2024-07-10,crisol,2025-11-09
959910081,Pedro,Torres,59,Masculino,Cusco,Nuevo,2023-10-25,crisol,2025-11-09
143753906,Lucía,Díaz,50,Masculino,Cajamarca,Nuevo,2023-01-11,crisol,2025-11-09
711545609,Ana,Vásquez,69,Otro,Tacna,Nuevo,2024-06-10,crisol,2025-11-09
150721880,Lucía,Rodríguez,29,Otro,Piura,Recurrente,2023-05-30,crisol,2025-11-09
790187877,Camila,Torres,40,Masculino,Ica,Recurrente,2023-08-26,crisol,2025-11-09
67496657,Luis,Gonzales,32,Masculino,Tacna,Nuevo,2024-01-05,crisol,2025-11-09
416711804,Lucía,Herrera,47,Masculino,Lima,Recurrente,2023-11-28,crisol,2025-11-09
110837014,Camila,Díaz,58,Femenino,Ayacucho,Nuevo,2024-07-11,crisol,2025-11-09
612204801,Carlos,Ramos,59,Femenino,Cusco,Nuevo,2023-03-21,crisol,2025-11-09
554762561,Luis,Ramos,32,Otro,Cajamarca,Nuevo,2023-12-20,crisol,2025-11-09
522763616,Diego,Torres,56,Masculino,Arequipa,Recurrente,2024-03-26,crisol,2025-11-09
177817899,Ana,García,50,Otro,Pucallpa,Nuevo,2023-07-11,crisol,2025-11-09
168961168,Sofía,Castro,63,Masculino,Tacna,Nuevo,2023-12-05,crisol,2025-11-09
773368624,María,Torres,61,Femenino,Chiclayo,Nuevo,2023-06-15,crisol,2025-11-09
694989306,Rosa,Ramos,19,Masculino,Lima,Nuevo,2023-06-14,crisol,2025-11-09
144658840,Andrés,Díaz,20,Otro,Huánuco,Nuevo,2023-09-22,crisol,2025-11-09
990469789,Carlos,Díaz,43,Otro,Piura,Recurrente,2023-10-18,crisol,2025-11-09
92071758,Ana,Torres,56,Femenino,Chiclayo,Nuevo,2024-02-25,crisol,2025-11-09
645145663,Carlos,Flores,55,Masculino,Piura,Recurrente,2023-09-28,crisol,2025-11-09
180089806,Camila,Salazar,39,Femenino,Piura,Nuevo,2023-08-24,crisol,2025-11-09
406101350,José,Rodríguez,24,Masculino,Ica,Nuevo,2024-05-31,crisol,2025-11-09
734834366,José,Vásquez,27,Otro,Huancayo,Nuevo,2023-02-09,crisol,2025-11-09
942479718,Diego,Díaz,50,Masculino,Huancayo,Nuevo,2023-05-14,crisol,2025-11-09
968498754,Valeria,Díaz,70,Masculino,Trujillo,Recurrente,2024-03-17,crisol,2025-11-09
560540722,José,Gonzales,20,Otro,Arequipa,Nuevo,2024-05-08,crisol,2025-11-09
847778851,Diego,Ramos,40,Otro,Trujillo,Recurrente,2024-08-12,crisol,2025-11-09
104922732,José,Rodríguez,34,Femenino,Trujillo,Nuevo,2023-03-27,crisol,2025-11-09
304155269,Valeria,Herrera,52,Femenino,Pucallpa,Nuevo,2023-01-08,crisol,2025-11-09
620608968,Pedro,García,51,Masculino,Cajamarca,Recurrente,2023-11-20,crisol,2025-11-09
438994061,Sofía,García,27,Femenino,Tacna,Nuevo,2023-09-25,crisol,2025-11-09
918024486,Pedro,Ramos,54,Femenino,Piura,Nuevo,2024-02-11,crisol,2025-11-09
810644910,Ana,Ramos,53,Otro,Chiclayo,Nuevo,2024-07-26,crisol,2025-11-09
595831533,Lucía,Martínez,37,Otro,Cusco,Recurrente,2024-02-12,crisol,2025-11-09
790040374,Carlos,Vásquez,60,Masculino,Ayacucho,Nuevo,2023-06-15,crisol,2025-11-09
107673349,Ana,Díaz,43,Femenino,Trujillo,Nuevo,2023-02-23,crisol,2025-11-09
172591127,José,Salazar,18,Masculino,Huánuco,Nuevo,2024-03-21,crisol,2025-11-09
94640346,María,Martínez,32,Femenino,Huancayo,Recurrente,2024-01-29,crisol,2025-11-09
999315397,José,Castro,59,Otro,Pucallpa,Recurrente,2023-02-28,crisol,2025-11-09
830655747,Rosa,Rodríguez,58,Femenino,Chiclayo,Nuevo,2024-06-14,crisol,2025-11-09
307097155,Ana,Pérez,68,Otro,Arequipa,Nuevo,2023-08-26,crisol,2025-11-09
660555221,Carlos,Salazar,20,Femenino,Ica,Recurrente,2023-06-11,crisol,2025-11-09
93246752,Luis,Flores,43,Femenino,Tacna,Nuevo,2024-08-23,crisol,2025-11-09
215081636,Pedro,Pérez,65,Otro,Huancayo,Recurrente,2024-07-16,crisol,2025-11-09
305472873,Camila,Vásquez,53,Otro,Cusco,Nuevo,2023-10-11,crisol,2025-11-09
242982954,Valeria,López,47,Femenino,Piura,Nuevo,2023-06-29,crisol,2025-11-09
437157475,Pedro,García,53,Masculino,Arequipa,Nuevo,2023-04-30,crisol,2025-11-09
862152669,Pedro,Martínez,52,Otro,Pucallpa,Recurrente,2024-01-22,crisol,2025-11-09
604697685,Lucía,Flores,33,Femenino,Trujillo,Nuevo,2024-04-16,crisol,2025-11-09
962635127,Valeria,Vásquez,19,Femenino,Huancayo,Nuevo,2024-01-27,crisol,2025-11-09
680389168,Diego,López,61,Otro,Ica,Recurrente,2024-02-27,crisol,2025-11-09
379134231,Pedro,Díaz,18,Otro,Pucallpa,Nuevo,2023-04-06,crisol,2025-11-09
428348505,Andrés,Ruiz,70,Femenino,Huancayo,Nuevo,2023-07-02,crisol,2025-11-09
511697526,Sofía,Gonzales,31,Otro,Pucallpa,Nuevo,2023-07-14,crisol,2025-11-09
535796460,Camila,López,33,Otro,Ica,Recurrente,2023-07-31,crisol,2025-11-09
246109712,Ana,Vásquez,33,Otro,Cusco,Nuevo,2023-04-20,crisol,2025-11-09
128718546,Javier,García,61,Otro,Chiclayo,Recurrente,2024-07-08,crisol,2025-11-09
45379683,Rosa,Torres,41,Otro,Cusco,Nuevo,2024-08-11,crisol,2025-11-09
932833438,Luis,Torres,29,Otro,Pucallpa,Nuevo,2024-08-13,crisol,2025-11-09
137703046,Juan,Díaz,69,Femenino,Chiclayo,Recurrente,2023-02-03,crisol,2025-11-09
539528648,Sofía,Ramos,61,Masculino,Chiclayo,Recurrente,2024-06-14,crisol,2025-11-09
493997037,Sofía,Ruiz,18,Masculino,Tacna,Nuevo,2024-08-17,crisol,2025-11-09
108177158,Sofía,Gonzales,57,Femenino,Huánuco,Nuevo,2023-08-31,crisol,2025-11-09
289274886,Lucía,Castro,39,Femenino,Huánuco,Nuevo,2023-08-04,crisol,2025-11-09
449997617,Camila,Flores,41,Femenino,Cajamarca,Nuevo,2023-07-04,crisol,2025-11-09
613546516,Carlos,Castro,61,Masculino,Huancayo,Recurrente,2023-08-30,crisol,2025-11-09
596291839,José,Vásquez,42,Masculino,Huánuco,Recurrente,2023-06-03,crisol,2025-11-09
507865951,Diego,Pérez,29,Femenino,Chiclayo,Nuevo,2024-06-13,crisol,2025-11-09
573359435,Camila,Gonzales,68,Femenino,Pucallpa,Nuevo,2024-08-04,crisol,2025-11-09
51227475,José,García,62,Masculino,Lima,Nuevo,2023-09-18,crisol,2025-11-09
511680307,Rosa,Salazar,24,Femenino,Ayacucho,Nuevo,2024-01-05,crisol,2025-11-09
386876247,Pedro,Díaz,69,Femenino,Cusco,Nuevo,2023-05-05,crisol,2025-11-09
376980538,Rosa,Salazar,56,Masculino,Piura,Nuevo,2024-07-05,crisol,2025-11-09
187409640,Diego,Martínez,40,Femenino,Tacna,Nuevo,2024-04-02,crisol,2025-11-09
955235573,María,Ramos,57,Femenino,Chiclayo,Recurrente,2023-05-29,crisol,2025-11-09
932284555,Carlos,Salazar,69,Femenino,Cajamarca,Recurrente,2024-08-08,crisol,2025-11-09
434621392,Rosa,Herrera,22,Masculino,Huánuco,Nuevo,2023-11-18,crisol,2025-11-09
340245422,Andrés,Martínez,63,Femenino,Piura,Recurrente,2023-10-05,crisol,2025-11-09
953151819,Lucía,Flores,41,Otro,Piura,Nuevo,2024-04-06,crisol,2025-11-09
444517369,Carlos,Rodríguez,19,Masculino,Ayacucho,Nuevo,2023-09-15,crisol,2025-11-09
798730065,Camila,Ruiz,23,Masculino,Huánuco,Nuevo,2023-04-08,crisol,2025-11-09
68496565,Javier,Herrera,48,Otro,Lima,Nuevo,2024-02-11,crisol,2025-11-09
562622237,Diego,García,24,Femenino,Piura,Nuevo,2024-02-04,crisol,2025-11-09
332184213,Ana,López,65,Femenino,Chiclayo,Recurrente,2023-05-15,crisol,2025-11-09
565585273,Rosa,Rodríguez,19,Masculino,Tacna,Nuevo,2023-11-30,crisol,2025-11-09
927971861,Lucía,Torres,52,Femenino,Arequipa,Nuevo,2024-07-06,crisol,2025-11-09
190091645,Valeria,Castro,47,Otro,Ayacucho,Recurrente,2024-07-31,crisol,2025-11-09
467053396,Pedro,Salazar,58,Otro,Pucallpa,Recurrente,2024-05-08,crisol,2025-11-09
579464236,Ana,Flores,23,Femenino,Pucallpa,Nuevo,2023-09-24,crisol,2025-11-09
167200433,Luis,Pérez,18,Otro,Trujillo,Recurrente,2023-12-19,crisol,2025-11-09
307908620,Lucía,Díaz,18,Otro,Chiclayo,Recurrente,2024-05-03,crisol,2025-11-09
321704344,Juan,Flores,45,Femenino,Piura,Nuevo,2023-01-08,crisol,2025-11-09
588638365,Sofía,López,44,Otro,Cajamarca,Nuevo,2023-06-17,crisol,2025-11-09
767658814,Camila,Salazar,42,Femenino,Ica,Nuevo,2024-03-08,crisol,2025-11-09
671435478,Ana,Díaz,66,Otro,Trujillo,Recurrente,2023-10-06,crisol,2025-11-09
305669440,Andrés,Ruiz,52,Femenino,Cajamarca,Nuevo,2023-03-12,crisol,2025-11-09
195858216,Carlos,Martínez,25,Otro,Chiclayo,Recurrente,2023-10-06,crisol,2025-11-09
752126726,Valeria,Torres,30,Femenino,Lima,Nuevo,2024-07-01,crisol,2025-11-09
23762858,Carlos,García,36,Femenino,Huánuco,Recurrente,2023-01-09,crisol,2025-11-09
249978373,María,Rodríguez,18,Femenino,Ica,Nuevo,2023-11-16,crisol,2025-11-09
843666157,Diego,Torres,41,Femenino,Ayacucho,Recurrente,2023-12-05,crisol,2025-11-09
86138889,Rosa,Flores,27,Masculino,Pucallpa,Recurrente,2023-03-15,crisol,2025-11-09
583247918,Lucía,Rodríguez,30,Femenino,Cajamarca,Recurrente,2023-05-05,crisol,2025-11-09
824790131,Camila,López,42,Femenino,Ica,Recurrente,2023-02-04,crisol,2025-11-09
213867761,Lucía,Ruiz,67,Masculino,Arequipa,Recurrente,2023-08-02,crisol,2025-11-09
507692567,José,Salazar,37,Femenino,Huánuco,Recurrente,2023-02-13,crisol,2025-11-09
799641923,Javier,Díaz,51,Masculino,Pucallpa,Nuevo,2023-11-02,crisol,2025-11-09
213377873,Sofía,Herrera,21,Otro,Ica,Recurrente,2023-08-30,crisol,2025-11-09
679580831,José,Gonzales,18,Masculino,Trujillo,Nuevo,2023-05-03,crisol,2025-11-09
424995927,Diego,López,18,Masculino,Piura,Recurrente,2024-05-01,crisol,2025-11-09
739170893,Valeria,Rodríguez,41,Masculino,Ica,Nuevo,2023-04-04,crisol,2025-11-09
736527450,Valeria,Gonzales,66,Otro,Lima,Nuevo,2023-06-07,crisol,2025-11-09
753045356,Pedro,Flores,24,Masculino,Chiclayo,Nuevo,2024-07-25,crisol,2025-11-09
846711815,Andrés,Flores,40,Femenino,Ayacucho,Nuevo,2024-01-22,crisol,2025-11-09
384579421,Camila,Rodríguez,34,Masculino,Chiclayo,Recurrente,2024-07-26,crisol,2025-11-09
316447391,Pedro,Ruiz,49,Masculino,Piura,Nuevo,2023-12-23,crisol,2025-11-09
347549695,Camila,Torres,35,Otro,Arequipa,Nuevo,2024-06-27,crisol,2025-11-09
166457342,Lucía,Martínez,70,Femenino,Arequipa,Nuevo,2023-01-01,crisol,2025-11-09
833135507,Andrés,Díaz,42,Otro,Huánuco,Recurrente,2024-01-08,crisol,2025-11-09
833241446,Valeria,López,38,Otro,Huancayo,Recurrente,2024-07-05,crisol,2025-11-09
879447956,José,López,51,Otro,Chiclayo,Recurrente,2023-06-07,crisol,2025-11-09
658245879,Luis,Gonzales,44,Otro,Cusco,Nuevo,2024-06-19,crisol,2025-11-09
707478862,María,Pérez,26,Masculino,Lima,Nuevo,2024-05-12,crisol,2025-11-09
205746804,María,Pérez,54,Otro,Cajamarca,Recurrente,2024-06-22,crisol,2025-11-09
669983207,Camila,Castro,34,Masculino,Cusco,Nuevo,2023-03-14,crisol,2025-11-09
14051099,Javier,Herrera,31,Otro,Chiclayo,Recurrente,2023-03-23,crisol,2025-11-09
502574675,Diego,Salazar,21,Femenino,Arequipa,Recurrente,2024-03-01,crisol,2025-11-09
882644252,Sofía,Flores,63,Masculino,Piura,Nuevo,2023-02-11,crisol,2025-11-09
788448988,María,Vásquez,37,Masculino,Ica,Recurrente,2023-04-10,crisol,2025-11-09
108689641,Camila,López,52,Femenino,Ica,Nuevo,2023-09-12,crisol,2025-11-09
612062546,Andrés,Rodríguez,53,Otro,Arequipa,Nuevo,2023-04-19,crisol,2025-11-09
822790554,Andrés,Castro,40,Otro,Chiclayo,Recurrente,2024-03-13,crisol,2025-11-09
947925077,María,Rodríguez,68,Masculino,Arequipa,Nuevo,2023-12-12,crisol,2025-11-09
706019487,Carlos,Díaz,56,Femenino,Cusco,Recurrente,2024-07-17,crisol,2025-11-09
348594692,Rosa,Gonzales,44,Otro,Cajamarca,Recurrente,2023-11-28,crisol,2025-11-09
653278884,Ana,Castro,52,Masculino,Cajamarca,Recurrente,2023-09-18,crisol,2025-11-09
386556226,Lucía,Torres,43,Masculino,Ayacucho,Nuevo,2023-10-19,crisol,2025-11-09
639695468,Juan,Díaz,26,Femenino,Lima,Nuevo,2023-08-16,crisol,2025-11-09
230664237,Rosa,Gonzales,19,Otro,Pucallpa,Recurrente,2024-06-07,crisol,2025-11-09
597347361,Valeria,Herrera,54,Masculino,Huancayo,Nuevo,2023-12-31,crisol,2025-11-09
167618731,Carlos,Martínez,41,Otro,Ica,Nuevo,2023-11-04,crisol,2025-11-09
98682372,Valeria,Ramos,54,Masculino,Ayacucho,Nuevo,2023-11-29,crisol,2025-11-09
851374399,Lucía,Rodríguez,49,Otro,Ayacucho,Nuevo,2023-04-08,crisol,2025-11-09
639124632,Andrés,Martínez,20,Otro,Trujillo,Nuevo,2023-03-22,crisol,2025-11-09
837649523,Juan,Herrera,67,Femenino,Cusco,Recurrente,2024-03-20,crisol,2025-11-09
447236783,Javier,Vásquez,25,Masculino,Ayacucho,Recurrente,2023-01-12,crisol,2025-11-09
680631093,Diego,Salazar,42,Masculino,Pucallpa,Nuevo,2023-11-23,crisol,2025-11-09
579745130,Valeria,Rodríguez,38,Otro,Ayacucho,Nuevo,2023-02-21,crisol,2025-11-09
723310328,Camila,Ramos,46,Otro,Piura,Nuevo,2023-08-16,crisol,2025-11-09
463787397,Luis,Flores,43,Masculino,Huánuco,Nuevo,2024-05-02,crisol,2025-11-09
613579662,Camila,Pérez,53,Femenino,Pucallpa,Nuevo,2024-05-28,crisol,2025-11-09
466531276,Diego,Ruiz,26,Masculino,Chiclayo,Nuevo,2024-05-14,crisol,2025-11-09
424470332,Andrés,Castro,30,Otro,Piura,Recurrente,2024-06-20,crisol,2025-11-09
264404457,Ana,García,35,Femenino,Cusco,Recurrente,2024-08-12,crisol,2025-11-09
96201527,María,Salazar,44,Femenino,Cusco,Nuevo,2023-11-25,crisol,2025-11-09
369930807,Valeria,Salazar,19,Femenino,Huánuco,Recurrente,2024-03-28,crisol,2025-11-09
